	Full Address	BLT	Vacant	zip+4	zip	street	housenumber
4834	539 HARWOOD AVE BALTIMORE | MD 21212-3914	0x001E140000201100000020	1	3914	21212	 Harwood Avenue 	539
4838	434-36 BLOOM ST BALTIMORE | MD 21217	0x0035010000202B00000020	1	0	21217	 Bloom Street 	434-36
4847	3410 COTWOOD PL BALTIMORE | MD 21215-7832	0x00FF0C0000441400000020	1	7832	21215	 Cotwood Place 	3410
4914	2044 HARLEM AVE BALTIMORE | MD 21217-1011	0x005E000000202100000020	1	1011	21217	 Harlem Avenue 	2044
4947	1202 MYRTLE AVE BALTIMORE | MD 21217-2940	0x009B010000200200000020	1	2940	21217	 Myrtle Avenue 	1202
4960	1248 CARROLL ST BALTIMORE | MD 21230-1809	0x000B030000203800000020	1	1809	21230	 Carroll Street 	1248
5006	2803 REMINGTON AVE BALTIMORE | MD 21211-2926	0x00420E0000432E00000020	1	2926	21211	 Remington Avenue 	2803
5040	3403 RAVENWOOD AVE BALTIMORE | MD 21213-1651	0x0052100000492E00000020	1	1651	21213	 Ravenwood Avenue 	3403
5049	3318 W BELVEDERE AVE BALTIMORE | MD 21215-5104	0x00C8110000201400000020	1	5104	21215	 West Belvedere Avenue 	3318
5062	1918 W LEXINGTON ST BALTIMORE | MD 21223-1651	0x00A2000000200A00000020	1	1651	21223	 West Lexington Street 	1918
5082	706 GLENWOOD AVE BALTIMORE | MD 21212-4234	0x0026140000411400000020	1	4234	21212	 Glenwood Avenue 	706
5103	3415 RAVENWOOD AVE BALTIMORE | MD 21213-1651	0x0052100000493400000020	1	1651	21213	 Ravenwood Avenue 	3415
5119	1808 W LEXINGTON ST BALTIMORE | MD 21223-1634	0x00A3000000200500000020	1	1634	21223	 West Lexington Street 	1808
5153	2129 WALBROOK AVE BALTIMORE | MD 21217-1247	0x00850C0000201700000020	1	1247	21217	 Walbrook Avenue 	2129
5171	602 N BRICE ST BALTIMORE | MD 21217-1005	0x006A000000206F00000020	1	1005	21217	 North Brice Street 	602
5180	216 N FULTON AVE BALTIMORE | MD 21223-1628	0x00A3000000204B00000020	1	1628	21223	 North Fulton Avenue 	216
5187	344 N CHARLES ST BALTIMORE | MD 21201-4399	0x0044020000200700000020	1	4399	21201	 North Charles Street 	344
5210	1241 CARROLL ST BALTIMORE | MD 21230-1808	0x0016030000201400000020	1	1808	21230	 Carroll Street 	1241
5277	3437 RAVENWOOD AVE BALTIMORE | MD 21213-1651	0x0052100000493F00000020	1	1651	21213	 Ravenwood Avenue 	3437
5295	3312 SPAULDING AVE BALTIMORE | MD 21215-5813	0x00E4110000202100000020	1	5813	21215	 Spaulding Avenue 	3312
5330	2901 ROCKROSE AVE BALTIMORE | MD 21215-7705	0x00640C0000201200000020	1	7705	21215	 Rockrose Avenue 	2901
5340	2103 WALBROOK AVE BALTIMORE | MD 21217-1247	0x00850C0000200A00000020	1	1247	21217	 Walbrook Avenue 	2103
5347	1732 N FULTON AVE BALTIMORE | MD 21217-1634	0x0008000000201100000020	1	1634	21217	 North Fulton Avenue 	1732
5366	1825 PENROSE AVE BALTIMORE | MD 21223-1654	0x00A3000000206000000020	1	1654	21223	 Penrose Avenue 	1825
5379	2607 1/2 DULANY ST BALTIMORE | MD 21223-2836	0x005E080000201E00000020	1	2836	21223	 1/2 Dulany Street 	2607
5396	1921 ETTING ST BALTIMORE | MD 21217-3302	0x0041010000205C00000020	1	3302	21217	 Etting Street 	1921
5435	3009 ELLIOTT ST BALTIMORE | MD 21224-4905	0x0069070000200500000020	1	4905	21224	 Elliott Street 	3009
5444	936 HOMESTEAD ST BALTIMORE | MD 21218-3606	0x0000100000200E00000020	1	3606	21218	 Homestead Street 	936
5455	1911 DIVISION ST BALTIMORE | MD 21217-3321	0x0041010000203100000020	1	3321	21217	 Division Street 	1911
5459	2106 MCCULLOH ST BALTIMORE | MD 21217-3529	0x0035010000200500000020	1	3529	21217	 Mcculloh Street 	2106
5502	1804 WALBROOK AVE BALTIMORE | MD 21217-1311	0x00890C0000204100000020	1	1311	21217	 Walbrook Avenue 	1804
5531	1714 N FULTON AVE BALTIMORE | MD 21217-1634	0x0008000000200800000020	1	1634	21217	 North Fulton Avenue 	1714
5536	1927 PENROSE AVE BALTIMORE | MD 21223-1656	0x00A2000000202300000020	1	1656	21223	 Penrose Avenue 	1927
5537	1220 CLEVELAND ST BALTIMORE | MD 21230-1905	0x0016030000205200000020	1	1905	21230	 Cleveland Street 	1220
5599	1940 PENROSE AVE BALTIMORE | MD 21223-1655	0x00A2000000204500000020	1	1655	21223	 Penrose Avenue 	1940
5603	1224 CLEVELAND ST BALTIMORE | MD 21230-1905	0x0016030000205400000020	1	1905	21230	 Cleveland Street 	1224
5622	2902 ULMAN AVE BALTIMORE | MD 21215-7723	0x00640C0000202B00000020	1	7723	21215	 Ulman Avenue 	2902
5625	2011 MCKEAN AVE BALTIMORE | MD 21217-1310	0x00890C0000204900000020	1	1310	21217	 Mckean Avenue 	2011
5628	423 E 33RD ST BALTIMORE | MD 21218	0x002A0F0000200C00000020	1	0	21218	 East 33Rd Street 	423
5639	1221 N BOND ST BALTIMORE | MD 21213-2915	0x008C040000411C00000020	1	2915	21213	 North Bond Street 	1221
5646	4210 BELVIEU AVE BALTIMORE | MD 21215-4865	0x001D200000200700000020	1	4865	21215	 Belvieu Avenue 	4210
5658	3309 SPAULDING AVE BALTIMORE | MD 21215-5812	0x00E5110000200E00000020	1	5812	21215	 Spaulding Avenue 	3309
5813	26 S CALVERT ST BALTIMORE | MD 21202-1307	0x0095020000200400000020	1	1307	21202	 South Calvert Street 	26
5835	3328 W GARRISON AVE BALTIMORE | MD 21215-5828	0x00E5110000202100000020	1	5828	21215	 West Garrison Avenue 	3328
5843	2814 W LAFAYETTE AVE BALTIMORE | MD 21216-4619	0x0052090000200200000020	1	4619	21216	 West Lafayette Avenue 	2814
5844	1905 W SARATOGA ST BALTIMORE | MD 21223-1610	0x00A2000000205E00000020	1	1610	21223	 West Saratoga Street 	1905
5847	110 N POTOMAC ST BALTIMORE | MD 21224-1337	0x00B1060000206500000020	1	1337	21224	 North Potomac Street 	110
5883	552 OLD TOWN MALL BALTIMORE | MD 21202-4190	0x00FD040000201B00000020	1	4190	21202	 Old Town Mall 	552
5914	321 N MONROE ST BALTIMORE | MD 21223-1605	0x0094000000204000000020	1	1605	21223	 North Monroe Street 	321
5941	616 S NEWKIRK ST BALTIMORE | MD 21224-4414	0x009D190000200900000020	1	4414	21224	 South Newkirk Street 	616
5966	117 N GLOVER ST BALTIMORE | MD 21224-1142	0x00AE060000206E00000020	1	1142	21224	 North Glover Street 	117
5976	1825 N PULASKI ST BALTIMORE | MD 21217-1209	0x0001000000202E00000020	1	1209	21217	 North Pulaski Street 	1825
5978	319 N MONROE ST BALTIMORE | MD 21223-1605	0x0094000000204100000020	1	1605	21223	 North Monroe Street 	319
5999	3956 WILSBY AVE BALTIMORE | MD 21218-1927	0x00490F0000421700000020	1	1927	21218	 Wilsby Avenue 	3956
6036	729 N LAKEWOOD AVE BALTIMORE | MD 21205-2639	0x005B060000200F00000020	1	2639	21205	 North Lakewood Avenue 	729
6046	1136 NANTICOKE ST BALTIMORE | MD 21230-1919	0x0017030000203900000020	1	1919	21230	 Nanticoke Street 	1136
6068	3541 REISTERSTOWN RD BALTIMORE | MD 21215-7718	0x00FD0C0000201600000020	1	7718	21215	 Reisterstown Road 	3541
6101	1413 E FAIRMOUNT AVE BALTIMORE | MD 21231-1412	0x003F050000202900000020	1	1412	21231	 East Fairmount Avenue 	1413
6127	2023 MCCULLOH ST BALTIMORE | MD 21217-3528	0x003C010000201C00000020	1	3528	21217	 Mcculloh Street 	2023
6169	2627 E MONUMENT ST BALTIMORE | MD 21205-2644	0x006A060000202C00000020	1	2644	21205	 East Monument Street 	2627
6172	1122 LEADENHALL ST BALTIMORE | MD 21230-3707	0x00B2030000203700000020	1	3707	21230	 Leadenhall Street 	1122
6190	3643 REISTERSTOWN RD BALTIMORE | MD 21215-7701	0x00FC0C0000201500000020	1	7701	21215	 Reisterstown Road 	3643
6197	1824 W NORTH AVE BALTIMORE | MD 21217-1601	0x00880C0000200C00000020	1	1601	21217	 West North Avenue 	1824
6213	2830 FLEETWOOD AVE BALTIMORE | MD 21214-1205	0x0071150000204A00000020	1	1205	21214	 Fleetwood Avenue 	2830
6217	3620 W GARRISON AVE BALTIMORE | MD 21215-5832	0x00E1110000410400000020	1	5832	21215	 West Garrison Avenue 	3620
6254	619 DUMBARTON AVE BALTIMORE | MD 21218-1229	0x00490F0000422600000020	1	1229	21218	 Dumbarton Avenue 	619
6260	1901 W LANVALE ST BALTIMORE | MD 21217-1039	0x005F000000201400000020	1	1039	21217	 West Lanvale Street 	1901
6299	2008 GRIFFIS AVE BALTIMORE | MD 21230-1505	0x00A11E0000412E00000020	1	1505	21230	 Griffis Avenue 	2008
6305	108 W 25TH ST BALTIMORE | MD 21218-5004	0x00330E0000202F00000020	1	5004	21218	 West 25Th Street 	108
6316	1338 WALKER AVE BALTIMORE | MD 21239-1703	0x005A140000450800000020	1	1703	21239	 Walker Avenue 	1338
6318	1902 HARLEM AVE BALTIMORE | MD 21217-1007	0x005F000000204A00000020	1	1007	21217	 Harlem Avenue 	1902
6338	5944 GLEN FALLS AVE BALTIMORE | MD 21206-2521	0x003F16000046B600000020	1	2521	21206	 Glen Falls Avenue 	5944
6345	737 W PRATT ST BALTIMORE | MD 21201-1023	0x00A2020000201D00000020	1	1023	21201	 West Pratt Street 	737
6352	1516 N SPRING ST BALTIMORE | MD 21213-2812	0x0065040000204D00000020	1	2812	21213	 North Spring Street 	1516
6362	114 W 25TH ST BALTIMORE | MD 21218-5091	0x00330E0000202D00000020	1	5091	21218	 West 25Th Street 	114
6368	330 E 25TH 1/2 ST BALTIMORE | MD 21218	0x00FA0E0000203100000043	1	0	21218	 East 25Th 1/2 Street 	330
6387	3404 AVONDALE AVE BALTIMORE | MD 21215-4711	0x00B4110000200300000020	1	4711	21215	 Avondale Avenue 	3404
6403	127 W CROSS ST BALTIMORE | MD 21230-3634	0x00B3030000200600000020	1	3634	21230	 West Cross Street 	127
6430	2505 BARCLAY ST BALTIMORE | MD 21218-4706	0x00FC0E0000422300000020	1	4706	21218	 Barclay Street 	2505
6431	5809 HIGHGATE DR BALTIMORE | MD 21215-3926	0x0063110000200600000020	1	3926	21215	 Highgate Drive 	5809
6448	705 APPLETON ST BALTIMORE | MD 21217-1004	0x005F000000204E00000020	1	1004	21217	 Appleton Street 	705
6467	1801-25 E OLIVER ST BALTIMORE | MD 21213	0x00D7050000200100000020	1	0	21213	 East Oliver Street 	1801-25
6477	2421 DENISON ST BALTIMORE | MD 21216-2304	0x00EF0B0000410200000020	1	2304	21216	 Denison Street 	2421
6489	1331 GLYNDON AVE BALTIMORE | MD 21223-3614	0x00F6020000207500000020	1	3614	21223	 Glyndon Avenue 	1331
6555	151 N LAKEWOOD AVE BALTIMORE | MD 21224-1144	0x00AF060000201A00000020	1	1144	21224	 North Lakewood Avenue 	151
6563	2112 N FULTON AVE BALTIMORE | MD 21217-1307	0x009B0C0000201D00000020	1	1307	21217	 North Fulton Avenue 	2112
6711	3403 ESTHER PL BALTIMORE | MD 21224-1520	0x0080180000202700000020	1	1520	21224	 Esther Place 	3403
6735	4001 WILSBY AVE BALTIMORE | MD 21218-1241	0x00490F0000410100000020	1	1241	21218	 Wilsby Avenue 	4001
6742	1926 MCCULLOH ST BALTIMORE | MD 21217-3219	0x0042010000200E00000020	1	3219	21217	 Mcculloh Street 	1926
6768	2045 E 31ST ST BALTIMORE | MD 21218-3105	0x00650F0000433400000020	1	3105	21218	 East 31St Street 	2045
6779	111 N FULTON AVE BALTIMORE | MD 21223-1947	0x00B3000000201700000020	1	1947	21223	 North Fulton Avenue 	111
6784	1935 W MOSHER ST BALTIMORE | MD 21217-1050	0x0047000000202E00000020	1	1050	21217	 West Mosher Street 	1935
6843	1929 W MOSHER ST BALTIMORE | MD 21217-1050	0x0047000000203100000020	1	1050	21217	 West Mosher Street 	1929
6856	1808 INGRAM RD BALTIMORE | MD 21239-3719	0x000B150000205303000020	1	3719	21239	 Ingram Road 	1808
6859	4023 WILSBY AVE BALTIMORE | MD 21218-1241	0x00490F0000410C00000020	1	1241	21218	 Wilsby Avenue 	4023
6861	2834 BOARMAN AVE BALTIMORE | MD 21215-6629	0x00710C0000204400000020	1	6629	21215	 Boarman Avenue 	2834
6865	5325 DENMORE AVE BALTIMORE | MD 21215-4607	0x00AF110000202000000020	1	4607	21215	 Denmore Avenue 	5325
6930	5319 DENMORE AVE BALTIMORE | MD 21215-4607	0x00AF110000202200000020	1	4607	21215	 Denmore Avenue 	5319
6952	2319 MCELDERRY ST BALTIMORE | MD 21205-2415	0x0076060000201B00000020	1	2415	21205	 Mcelderry Street 	2319
7022	1001 N MONROE ST BALTIMORE | MD 21217-1440	0x003B000000202E00000020	1	1440	21217	 North Monroe Street 	1001
7048	2003 N FULTON AVE BALTIMORE | MD 21217-1306	0x00480D0000203C00000020	1	1306	21217	 North Fulton Avenue 	2003
7074	710 LINNARD ST BALTIMORE | MD 21229-2036	0x00C8090000200600000020	1	2036	21229	 Linnard Street 	710
7087	718 MURA ST BALTIMORE | MD 21202-4213	0x0083040000205D00000020	1	4213	21202	 Mura Street 	718
7093	527 BLOOM ST BALTIMORE | MD 21217-3316	0x0039010000200F00000020	1	3316	21217	 Bloom Street 	527
7116	1810 DOVER ST BALTIMORE | MD 21223-3001	0x0004010000207000000020	1	3001	21223	 Dover Street 	1810
7118	2726 MILES AVE BALTIMORE | MD 21211-3014	0x003C0E0000204A00000020	1	3014	21211	 Miles Avenue 	2726
7137	2734 W LAFAYETTE AVE BALTIMORE | MD 21216-4734	0x0053090000200400000020	1	4734	21216	 West Lafayette Avenue 	2734
7182	5610 SAGRA RD BALTIMORE | MD 21239-2824	0x008D140000200D00000020	1	2824	21239	 Sagra Road 	5610
7183	1717 GORSUCH AVE BALTIMORE | MD 21218-4927	0x001B100000200700000020	1	4927	21218	 Gorsuch Avenue 	1717
7197	18 S BROADWAY BALTIMORE | MD 21231-1712	0x0059050000200700000020	1	1712	21231	 South Broadway 	18
7202	1221 ENSOR ST BALTIMORE | MD 21202-5630	0x0086040000200B00000020	1	5630	21202	 Ensor Street 	1221
7214	3131 ELMORA AVE BALTIMORE | MD 21213-1637	0x0052100000412E00000020	1	1637	21213	 Elmora Avenue 	3131
7225	329 E 24TH ST BALTIMORE | MD 21218-5323	0x00EF0E0000201900000020	1	5323	21218	 East 24Th Street 	329
7268	2927 MCELDERRY ST BALTIMORE | MD 21205-2744	0x007C060000201700000020	1	2744	21205	 Mcelderry Street 	2927
7270	1108 N CAREY ST BALTIMORE | MD 21217-2618	0x0037000000420500000020	1	2618	21217	 North Carey Street 	1108
7274	418 N STREEPER ST BALTIMORE | MD 21224-1230	0x008C060000204E00000020	1	1230	21224	 North Streeper Street 	418
7297	1774 HOMESTEAD ST BALTIMORE | MD 21218-4939	0x001B100000204A00000020	1	4939	21218	 Homestead Street 	1774
7308	2736 PENNSYLVANIA AVE BALTIMORE | MD 21217-1818	0x004A0D0000201300000020	1	1818	21217	 Pennsylvania Avenue 	2736
7331	1004 N CAREY ST BALTIMORE | MD 21217-2615	0x0040000000203800000020	1	2615	21217	 North Carey Street 	1004
7337	3538 VIRGINIA AVE BALTIMORE | MD 21215-6221	0x007D0C0000202C00000020	1	6221	21215	 Virginia Avenue 	3538
7353	4847 GREENCREST RD BALTIMORE | MD 21206-4626	0x00A0170000209300000020	1	4626	21206	 Greencrest Road 	4847
7387	4226 FLOWERTON RD BALTIMORE | MD 21229-1501	0x00DF090000204D00000020	1	1501	21229	 Flowerton Road 	4226
7421	1732 W NORTH AVE BALTIMORE | MD 21217-1738	0x00480D0000202100000020	1	1738	21217	 West North Avenue 	1732
7506	1000 E PRESTON ST BALTIMORE | MD 21202-5612	0x0079040000200100000020	1	5612	21202	 East Preston Street 	1000
7508	2652 W FRANKLIN ST BALTIMORE | MD 21223-1107	0x00A5080000426900000020	1	1107	21223	 West Franklin Street 	2652
7509	420 E 21ST ST BALTIMORE | MD 21218-6121	0x00E60E0000203A00000020	1	6121	21218	 East 21St Street 	420
7510	1103 N CAREY ST BALTIMORE | MD 21217-2619	0x0037000000430200000020	1	2619	21217	 North Carey Street 	1103
7517	2812 VIOLET AVE BALTIMORE | MD 21215-7710	0x00680C0000201B00000020	1	7710	21215	 Violet Avenue 	2812
7557	701 WASHINGTON BLVD BALTIMORE | MD 21230-2315	0x0055030000200100000020	1	2315	21230	 Washington Boulevard 	701
7572	426 E 21ST ST BALTIMORE | MD 21218-6121	0x00E60E0000203700000020	1	6121	21218	 East 21St Street 	426
7616	1114 W PRATT ST BALTIMORE | MD 21223-2645	0x00FA000000200800000020	1	2645	21223	 West Pratt Street 	1114
7617	1693 DARLEY AVE BALTIMORE | MD 21213-1318	0x0043100000412F00000020	1	1318	21213	 Darley Avenue 	1693
7674	804 HOLLINS ST BALTIMORE | MD 21201-1004	0x00DC000000201E00000020	1	1004	21201	 Hollins Street 	804
7685	3237 ELMORA AVE BALTIMORE | MD 21213-1639	0x0052100000432700000020	1	1639	21213	 Elmora Avenue 	3237
7696	3115 W BELVEDERE AVE BALTIMORE | MD 21215-5106	0x00E8110000200C00000020	1	5106	21215	 West Belvedere Avenue 	3115
7703	573 OLD TOWN MALL BALTIMORE | MD 21202-4191	0x0008050000203E00000020	1	4191	21202	 Old Town Mall 	573
7726	1424 CARROLL ST BALTIMORE | MD 21230-1813	0x0009030000204300000020	1	1813	21230	 Carroll Street 	1424
7770	1945 PENROSE AVE BALTIMORE | MD 21223-1656	0x00A2000000201A00000020	1	1656	21223	 Penrose Avenue 	1945
7815	1720 E 28TH ST BALTIMORE | MD 21218-3719	0x006F0F0000201900000020	1	3719	21218	 East 28Th Street 	1720
7818	3543 LIBERTY HEIGHTS AVE BALTIMORE | MD 21215-7345	0x005F0B0000200100000020	1	7345	21215	 Liberty Heights Avenue 	3543
7832	1743 N CAREY ST BALTIMORE | MD 21217-1715	0x0026010000202400000020	1	1715	21217	 North Carey Street 	1743
7836	2231 CHRISTIAN ST BALTIMORE | MD 21223-2928	0x00B8020000206D00000020	1	2928	21223	 Christian Street 	2231
7864	1436 CARROLL ST BALTIMORE | MD 21230-1813	0x0009030000203D00000020	1	1813	21230	 Carroll Street 	1436
7871	1534 HOMESTEAD ST BALTIMORE | MD 21218-4932	0x000C100000200D00000020	1	4932	21218	 Homestead Street 	1534
7881	1807 N PORT ST BALTIMORE | MD 21213-2511	0x00AE050000204F00000020	1	2511	21213	 North Port Street 	1807
7882	3515 LIBERTY HEIGHTS AVE BALTIMORE | MD 21215-7345	0x005F0B0000200E00000020	1	7345	21215	 Liberty Heights Avenue 	3515
7886	3504 LIBERTY HEIGHTS AVE BALTIMORE | MD 21215-7352	0x00200C0000200100000020	1	7352	21215	 Liberty Heights Avenue 	3504
7918	3134 KESWICK RD BALTIMORE | MD 21211-2736	0x00AE0D0000411200000020	1	2736	21211	 Keswick Road 	3134
7942	3027 MCELDERRY ST BALTIMORE | MD 21205-2755	0x007D060000200E00000020	1	2755	21205	 Mcelderry Street 	3027
7955	2639 LOYOLA NORTHWAY BALTIMORE | MD 21215-7001	0x00130D0000461B00000020	1	7001	21215	 Loyola Northway 	2639
8012	2627 LOYOLA NORTHWAY BALTIMORE | MD 21215-7001	0x00130D0000462100000020	1	7001	21215	 Loyola Northway 	2627
8014	3204-06 GREENMOUNT AVE BALTIMORE | MD 21218	0x002A0F0000200200000020	1	0	21218	 Greenmount Avenue 	3204-06
8017	5037 QUEENSBERRY AVE BALTIMORE | MD 21215-5118	0x00F2110000201300000020	1	5118	21215	 Queensberry Avenue 	5037
8045	4501 UMATILLA AVE BALTIMORE | MD 21215-6216	0x00790C0000201500000020	1	6216	21215	 Umatilla Avenue 	4501
8071	4200 PALL MALL RD BALTIMORE | MD 21215-7003	0x00130D0000462E00000020	1	7003	21215	 Pall Mall Road 	4200
8127	2523 LOYOLA NORTHWAY BALTIMORE | MD 21215-6903	0x00160D0000492400000020	1	6903	21215	 Loyola Northway 	2523
8135	411 E 32ND ST BALTIMORE | MD 21218-3429	0x00290F0000201700000020	1	3429	21218	 East 32Nd Street 	411
8153	3734 OVERVIEW RD BALTIMORE | MD 21215-7610	0x005D0C0000203300000046	1	7610	21215	 Overview Road 	3734
8187	3718 GREENMOUNT AVE BALTIMORE | MD 21218-1843	0x008B0E0000202500000020	1	1843	21218	 Greenmount Avenue 	3718
8195	1203 ENSOR ST BALTIMORE | MD 21202-5630	0x0086040000200200000020	1	5630	21202	 Ensor Street 	1203
8225	2317 SIDNEY AVE BALTIMORE | MD 21230-3133	0x00151D0000200900000020	1	3133	21230	 Sidney Avenue 	2317
8259	3712 GREENMOUNT AVE BALTIMORE | MD 21218-1843	0x008B0E0000202800000020	1	1843	21218	 Greenmount Avenue 	3712
8285	3006 W LANVALE ST BALTIMORE | MD 21216-4608	0x00AB090000430400000020	1	4608	21216	 West Lanvale Street 	3006
8304	2131 E FEDERAL ST BALTIMORE | MD 21213-3491	0x00CA050000201000000020	1	3491	21213	 East Federal Street 	2131
8306	1753 HOMESTEAD ST BALTIMORE | MD 21218-4940	0x001B100000412400000020	1	4940	21218	 Homestead Street 	1753
8316	1220 E OLIVER ST BALTIMORE | MD 21202-5703	0x0063040000201100000020	1	5703	21202	 East Oliver Street 	1220
8329	220 E 23RD ST BALTIMORE | MD 21218-5809	0x00EE0E0000202C00000020	1	5809	21218	 East 23Rd Street 	220
8370	47 S CARROLLTON AVE BALTIMORE | MD 21223-2661	0x00EA000000201900000020	1	2661	21223	 South Carrollton Avenue 	47
8385	147 S AUGUSTA AVE BALTIMORE | MD 21229-3504	0x00ED090000200400000020	1	3504	21229	 South Augusta Avenue 	147
8408	2015 GRINNALDS AVE BALTIMORE | MD 21230-1508	0x00A11E0000414E00000020	1	1508	21230	 Grinnalds Avenue 	2015
8444	11 S AUGUSTA AVE BALTIMORE | MD 21229-3502	0x00ED090000201200000020	1	3502	21229	 South Augusta Avenue 	11
8511	524 N ROBINSON ST BALTIMORE | MD 21205-2842	0x007E060000202E00000020	1	2842	21205	 North Robinson Street 	524
8519	3626 REISTERSTOWN RD BALTIMORE | MD 21215-7742	0x00650C0000200300000020	1	7742	21215	 Reisterstown Road 	3626
8595	1912 W FAYETTE ST BALTIMORE | MD 21223-1649	0x00B1000000203A00000020	1	1649	21223	 West Fayette Street 	1912
8624	1808 RAYNER AVE BALTIMORE | MD 21217-1423	0x0060000000206000000020	1	1423	21217	 Rayner Avenue 	1808
8628	834 E COLD SPRING LN BALTIMORE | MD 21212-4901	0x003F140000420200000020	1	4901	21212	 East Cold Spring Lane 	834
8678	1810 RAYNER AVE BALTIMORE | MD 21217-1423	0x0060000000205F00000020	1	1423	21217	 Rayner Avenue 	1810
8685	818 N MILTON AVE BALTIMORE | MD 21205-1614	0x0048060000202B00000020	1	1614	21205	 North Milton Avenue 	818
8712	921 GORSUCH AVE BALTIMORE | MD 21218-3602	0x0000100000202800000020	1	3602	21218	 Gorsuch Avenue 	921
8715	2247 ANNAPOLIS RD BALTIMORE | MD 21230-3113	0x000D1D0000410D00000020	1	3113	21230	 Annapolis Road 	2247
8719	502 LYNDHURST ST BALTIMORE | MD 21229-2957	0x00F5080000201900000020	1	2957	21229	 Lyndhurst Street 	502
8728	2602 LOYOLA NORTHWAY BALTIMORE | MD 21215-7002	0x00150D0000200300000020	1	7002	21215	 Loyola Northway 	2602
8762	441 ILCHESTER AVE BALTIMORE | MD 21218-4434	0x00060F0000203000000020	1	4434	21218	 Ilchester Avenue 	441
8772	927 GORSUCH AVE BALTIMORE | MD 21218-3602	0x0000100000202500000020	1	3602	21218	 Gorsuch Avenue 	927
8779	702 MCCABE AVE BALTIMORE | MD 21212-4212	0x002D140000430200000020	1	4212	21212	 Mccabe Avenue 	702
8780	2200 CECIL AVE BALTIMORE | MD 21218-6304	0x00AC0F0000410100000020	1	6304	21218	 Cecil Avenue 	2200
8787	4313 GLENARM AVE BALTIMORE | MD 21206-2623	0x0074160000202500000020	1	2623	21206	 Glenarm Avenue 	4313
8805	2417 E EAGER ST BALTIMORE | MD 21205-1229	0x0037060000202C00000020	1	1229	21205	 East Eager Street 	2417
8834	1616 N BRADFORD ST BALTIMORE | MD 21213-2516	0x00C1050000202400000020	1	2516	21213	 North Bradford Street 	1616
8841	20 S ANN ST BALTIMORE | MD 21231-1801	0x00C6060000202B00000020	1	1801	21231	 South Ann Street 	20
8846	2214 CEDLEY ST BALTIMORE | MD 21230-3116	0x00111D0000201700000020	1	3116	21230	 Cedley Street 	2214
8857	316 S PARRISH ST BALTIMORE | MD 21223-3110	0x0017010000205B00000020	1	3110	21223	 South Parrish Street 	316
8886	1103 GORSUCH AVE BALTIMORE | MD 21218-3605	0x0001100000202400000020	1	3605	21218	 Gorsuch Avenue 	1103
8946	1907 E LANVALE ST BALTIMORE | MD 21213-2410	0x00BC050000201B00000020	1	2410	21213	 East Lanvale Street 	1907
